FID,Project,StationName,TripCode,TripDate_UTC,SampleTime_Local,Latitude,Longitude,SecchiDepth_m,SampleDepth_m,SampleID,Salinity,Salinity_flag,DIC_umolkg,DIC_flag,Alkalinity_umolkg,Alkalinity_flag,Oxygen_umolL,Oxygen_flag,Ammonium_umolL,Ammonium_flag,Nitrate_umolL,Nitrate_flag,Nitrite_umolL,Nitrite_flag,Phosphate_umolL,Phosphate_flag,Silicate_umolL,Silicate_flag,TSSorganic_mgL,TSSinorganic_mgL,TSS_mgL,TSSall_flag,Prochlorococcus_cellsmL,Prochlorococcus_flag,Synechococcus_cellsmL,Synechococcus_flag,Picoeukaryotes_cellsmL,Picoeukaryotes_flag,Allo_mgm3,AlphaBetaCar_mgm3,Anth_mgm3,Asta_mgm3,BetaBetaCar_mgm3,BetaEpiCar_mgm3,Butfuco_mgm3,Cantha_mgm3,CphlA_mgm3,CphlB_mgm3,CphlC1_mgm3,CphlC2_mgm3,CphlC3_mgm3,CphlC1C2_mgm3,CphlideA_mgm3,Diadchr_mgm3,Diadino_mgm3,Diato_mgm3,Dino_mgm3,DvCphlA+CphlA_mgm3,DvCphlA_mgm3,DvCphlB+CphlB_mgm3,DvCphlB_mgm3,Echin_mgm3,Fuco_mgm3,Gyro_mgm3,Hexfuco_mgm3,Ketohexfuco_mgm3,Lut_mgm3,Lyco_mgm3,MgDvp_mgm3,Neo_mgm3,Perid_mgm3,PhideA_mgm3,PhytinA_mgm3,PhytinB_mgm3,Pras_mgm3,PyrophideA_mgm3,PyrophytinA_mgm3,Viola_mgm3,Zea_mgm3,Pigments_flag,AustralianMicrobiomeId,geom
combined_bgc_data.fid-2c692dc9_1899559b653_7257,NRS,Maria Island,MAI20090907,2009-09-07,2009-09-07 11:40:00,-42.5967,148.2333,17,80,MAI20090907_80,35.219,1,2097.05,1,2320.07,1,291.9,1,0.16,1,3.1,1,,9,0.31,1,0.9,1,,,,,,,,,,,0.003,0.007,0,0,,,0.011,0,0.253,0.037,0.007,0.019,0.017,,0,0,0.008,0,0,0.253,0,0.037,0,0,0.065,0,0.02,0,0,0,0,0.004,0,0,0,0,0.012,0,0,0.003,0.005,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7258,NRS,Maria Island,MAI20090907,2009-09-07,2009-09-07 13:25:00,-42.5967,148.2333,17,WC,MAI20090907_WC,,,,,,,,,,,,,,,,,,,,,,,6426.5,1,10825.5,1,3953.5,1,0.012,0.011,0.002,0,,,0.021,0,0.378,0.063,0.008,0.032,0.021,,0,0,0.013,0,0,0.378,0,0.063,0,0,0.07,0,0.05,0,0,0,0,0.012,0.005,0,0,0,0.021,0,0,0.005,0.015,2,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7259,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,0,MAI20091013_0,35.038,1,2071.95,1,2309.63,1,286.1,1,0.23,1,0.5,1,,9,0.23,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_725a,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,10,MAI20091013_10,35.064,1,2072.39,1,2311.25,1,287.4,1,0.21,1,0.6,1,,9,0.24,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_725b,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,20,MAI20091013_20,35.084,1,,9,,9,283,1,0.26,1,1,1,,9,0.27,1,0,1,,,,,,,,,,,0.046,0.074,0.009,0,,,0.027,0,2.342,0.254,0.089,0.266,0.162,,0.024,0,0.162,0.012,0,2.342,0,0.254,0,0,0.7,0,0.102,0,0.004,0,0,0.026,0.076,0.131,0.249,0,0.054,0.055,0,0.033,0.018,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_725c,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,30,MAI20091013_30,35.086,1,2084.68,1,2313.79,1,277,1,0.26,1,1.7,1,,9,0.32,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_725d,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,40,MAI20091013_40,35.094,1,,9,,9,271.8,1,0.51,2,2.5,1,,9,0.37,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_725e,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,50,MAI20091013_50,35.096,1,2093.14,1,2313.66,1,269.9,1,0.52,2,2.7,1,,9,0.38,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_725f,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,60,MAI20091013_60,35.095,1,,9,,9,,9,0.43,1,2.8,1,,9,0.39,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7260,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,75,MAI20091013_75,35.1,1,2093.9,1,2316.85,1,,9,0.53,1,3,1,,9,0.4,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7261,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 11:15:00,-42.5967,148.2333,11,80,MAI20091013_80,35.097,1,2094.41,1,2313.5,1,268.4,1,0.49,1,3,1,,9,0.41,1,0.6,1,,,,,,,,,,,0.006,0.018,0,0.004,,,0.005,0,0.634,0.02,0.015,0.053,0.034,,0.006,0,0.027,0,0,0.634,0,0.02,0,0,0.253,0,0.009,0,0,0,0,0.004,0,0.244,0,0,0.01,0,0,0,0,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7262,NRS,Maria Island,MAI20091013,2009-10-13,2009-10-13 13:00:00,-42.5967,148.2333,11,WC,MAI20091013_WC,,,,,,,,,,,,,,,,,,,0.6,1.1,1.7,1,7276.5,1,5271.5,1,5129.5,1,0.013,0.039,0.003,0,,,0.014,0,1.477,0.08,0.043,0.13,0.1,,0.019,0,0.08,0.005,0,1.477,0,0.08,0,0,0.507,0,0.05,0,0,0,0,0.011,0.02,0.131,0.151,0,0.031,0.089,0,0.012,0.012,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7263,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,0,MAI20091111_0,35.091,1,2066.99,2,2310.91,1,254.9,1,0.09,1,0.1,1,,9,0.1,1,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7264,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,10,MAI20091111_10,35.117,1,2065.26,2,2314.05,1,254.9,1,0.05,1,0,1,,9,0.08,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7265,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,20,MAI20091111_20,35.17,1,,9,,9,255.1,1,0.06,1,0,1,,9,0.1,1,0.5,1,,,,,,,,,,,0.041,0.023,0,0,,,0.019,0,0.521,0.098,0.009,0.067,0.024,,0,0,0.011,0,0,0.521,0,0.098,0,0,0.035,0,0.069,0,0,0,0,0.012,0.016,0,0,0,0.034,0,0,0.01,0.018,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7266,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,30,MAI20091111_30,35.155,1,2072.19,2,2317.22,1,269.5,1,0.1,1,0.6,1,,9,0.14,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7267,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,40,MAI20091111_40,35.115,1,,9,,9,274.1,1,0.17,1,1.5,1,,9,2.3,1,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7268,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,50,MAI20091111_50,35.072,1,2092.61,1,2312.53,1,284,1,0.18,1,3.1,1,,9,0.29,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7269,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,60,MAI20091111_60,35.076,1,,9,,9,273.9,1,0.12,1,3.7,1,,9,0.31,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_726a,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,75,MAI20091111_75,35.001,1,2103.14,1,2314.89,1,258,1,0.04,1,4.9,1,,9,0.36,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_726b,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 11:45:00,-42.5967,148.2333,19,80,MAI20091111_80,35.118,1,2102.38,1,2313.42,1,266.4,1,0.07,1,5,1,,9,0.4,1,1.7,1,,,,,,,,,,,0,0,0,0,,,0,0,0.052,0.02,0.002,0.003,0,,0,0,0.002,0,0,0.052,0,0.02,0,0,0.014,0,0.008,0,0,0,0,0.002,0,0,0,0,0.008,0.064,0,0,0.004,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_726c,NRS,Maria Island,MAI20091111,2009-11-11,2009-11-11 13:30:00,-42.5967,148.2333,19,WC,MAI20091111_WC,,,,,,,,,,,,,,,,,,,0.5,1.1,1.6,1,4625.5,1,23100.5,1,8232,1,0.031,0.017,0,0,,,0.011,0,0.389,0.076,0.009,0.037,0.028,,0,0,0.008,0,0,0.389,0,0.076,0,0,0.037,0,0.038,0,0,0,0,0.01,0.009,0,0,0,0.028,0,0,0.007,0.016,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_726d,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,0,MAI20091207_0,35.096,1,2069.26,1,2312.77,1,,9,0.01,1,0.1,1,,9,0.13,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_726e,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,10,MAI20091207_10,35.143,1,2066.4,1,2315.08,1,,9,0.14,1,0,1,,9,0.12,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_726f,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,20,MAI20091207_20,35.166,1,,9,,9,,9,0.03,1,0.1,1,,9,0.12,1,0,1,,,,,,,,,,,0.026,0.035,0,0,,,0.023,0,1.176,0.062,0,0.22,0.059,,0,0,0.054,0.007,0,1.176,0,0.062,0,0,0.537,0,0.064,0,0,0,0,0.007,0.014,0,0,0,0.016,0,0,0.005,0.01,2,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7270,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,30,MAI20091207_30,35.166,1,2072.18,1,2316.99,1,,9,0.09,1,0.1,1,,9,0.14,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7271,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,40,MAI20091207_40,35.198,1,,9,,9,,9,0.17,1,2.2,1,,9,0.24,1,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7272,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,50,MAI20091207_50,35.221,1,2089.21,1,2319.69,1,,9,0.16,1,3,1,,9,0.28,1,0.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7273,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,60,MAI20091207_60,35.216,1,,9,,9,,9,0.05,1,3.7,1,,9,0.31,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7274,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,75,MAI20091207_75,35.154,1,2106.06,1,2316.65,1,,9,0.05,1,5.4,1,,9,0.43,1,1.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7275,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 11:25:00,-42.5967,148.2333,14,80,MAI20091207_80,35.156,1,2105.73,1,2317.28,1,,9,0,1,5.4,1,,9,0.34,1,1.7,1,,,,,,,,,,,0,0,0,0,,,0,0,0.056,0,0,0.005,0,,0,0,0.003,0,0,0.056,0,0,0,0,0.021,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7276,NRS,Maria Island,MAI20091207,2009-12-07,2009-12-07 13:20:00,-42.5967,148.2333,14,WC,MAI20091207_WC,,,,,,,,,,,,,,,,,,,0.3,0,0.3,1,3833,1,11025.5,1,7492,1,0.02,0.021,0,0,,,0.018,0,0.611,0.044,0,0.119,0.043,,0,0,0.029,0.005,0,0.611,0,0.044,0,0,0.212,0,0.069,0,0,0,0,0.006,0.009,0,0,0,0.014,0,0,0.006,0.009,2,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7277,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,0,MAI20100120_0,35.43,1,2060.48,1,2323.21,1,,9,0.05,1,0,1,,9,0.1,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7278,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,10,MAI20100120_10,35.355,1,2062.21,1,2322.76,1,,9,0.05,1,0.1,1,,9,0.11,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7279,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,20,MAI20100120_20,35.35,1,,9,,9,,9,0.05,1,0,1,,9,0.12,1,0.3,1,,,,,,,,,,,0.032,0.04,0,0,,,0.035,0,0.807,0.22,0,0.097,0.059,,0,0,0.035,0,0,0.807,0,0.22,0,0,0.07,0,0.144,0,0,0,0,0.027,0.017,0,0,0,0.059,0,0,0.025,0.04,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_727a,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,30,MAI20100120_30,35.359,1,2061.45,1,2321.17,1,,9,0.05,1,0,1,,9,0.12,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_727b,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,40,MAI20100120_40,35.359,1,,9,,9,,9,0.04,1,0,1,,9,0.11,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_727c,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,50,MAI20100120_50,35.36,1,2061.26,1,2321.93,1,,9,0.04,1,0,1,,9,0.11,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_727d,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,60,MAI20100120_60,35.351,1,,9,,9,,9,0.1,1,0.1,1,,9,0.12,1,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_727e,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,75,MAI20100120_75,35.302,1,2068.43,1,2323.38,1,,9,0.14,1,0.4,1,,9,0.15,1,0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_727f,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 11:05:00,-42.5967,148.2333,11.5,80,MAI20100120_80,35.286,1,2046.13,4,2317.5,1,,9,0.21,1,1,1,,9,0.19,1,0.5,1,,,,,,,,,,,0.004,0.012,0,0,,,0.016,0,0.267,0.078,0,0.024,0.025,,0,0,0.007,0,0,0.267,0,0.078,0,0,0.043,0,0.071,0,0,0,0,0.008,0,0,0,0,0.024,0,0,0.004,0.005,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7280,NRS,Maria Island,MAI20100120,2010-01-20,2010-01-21 13:00:00,-42.5967,148.2333,11.5,WC,MAI20100120_WC,,,,,,,,,,,,,,,,,,,0.3,1,1.3,1,23646.5,1,77044,1,12563.5,1,0.022,0.029,0.007,0,,,0.029,0,0.656,0.181,0,0.065,0.047,,0,0,0.025,0.005,0,0.656,0,0.181,0,0,0.056,0,0.113,0,0,0,0,0.022,0.013,0,0,0,0.044,0,0,0.014,0.056,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7281,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,0,MAI20100330_0,35.527,1,2064.67,1,2329.14,1,238.3,1,0.05,1,0.7,1,,9,0.17,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7282,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,10,MAI20100330_10,35.514,1,2064,1,2327.38,1,239.7,1,0.02,1,0.7,1,,9,0.17,1,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7283,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,20,MAI20100330_20,35.512,1,,9,,9,239,1,0.06,1,0.8,1,,9,0.28,1,0.8,1,,,,,,,,,,,0.037,0.032,0,0.008,,,0.019,0,0.71,0.057,0.106,0,0.025,,0,0,0.046,0.004,0,0.71,0,0.057,0,0,0.206,0,0.048,0,0,0,0,0.007,0.014,0,0,0,0.012,0,0,0.009,0.033,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7284,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,30,MAI20100330_30,35.514,1,2067.34,1,2328.71,1,236.3,1,0.08,1,1,1,,9,0.19,1,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7285,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,40,MAI20100330_40,35.436,1,,9,,9,226.5,1,0.16,1,2.8,1,,9,0.31,1,1.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7286,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,50,MAI20100330_50,35.326,1,2088.35,1,2320.82,1,220.1,1,0,1,5.3,1,,9,0.49,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7287,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,60,MAI20100330_60,35.328,1,,9,,9,220,1,0.08,1,5.3,1,,9,0.46,1,1.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7288,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,75,MAI20100330_75,35.312,1,2096.91,1,2319.38,1,219.2,1,0.02,1,6.3,1,,9,0.52,1,2.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_7289,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,84,MAI20100330_84,35.283,1,2103.63,1,2325.28,1,216.6,1,0.01,1,7.5,1,,9,0.59,1,2.7,1,,,,,,,,,,,0,0,0,0,,,0.011,0,0.044,0,0,0,0,,0,0,0,0,0,0.044,0,0,0,0,0.011,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_728a,NRS,Maria Island,MAI20100330,2010-03-30,2010-03-30 11:55:00,-42.5967,148.2333,18,WC,MAI20100330_WC,,,,,,,,,,,,,,,,,,,,,,,17320,1,21063.5,1,4216,1,0.028,0.014,0,0,,,0.017,0,0.385,0.035,0.031,0,0.023,,0.174,0,0.024,0.004,0,0.385,0,0.035,0,0,0.154,0,0.035,0,0,0,0,0.005,0.007,0,0,0,0.008,0,0,0.004,0.023,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_728b,NRS,Maria Island,MAI20100505,2010-05-05,2010-05-05 11:45:00,-42.5967,148.2333,36,0,MAI20100505_0,35.513,1,2074.82,1,2331.12,1,244.4,1,0.21,1,1.5,1,,9,0.25,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_728c,NRS,Maria Island,MAI20100505,2010-05-05,2010-05-05 11:45:00,-42.5967,148.2333,36,10,MAI20100505_10,35.513,1,2074.36,1,2330.8,1,243.6,1,0.24,1,1.5,1,,9,0.25,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_728d,NRS,Maria Island,MAI20100505,2010-05-05,2010-05-05 12:00:00,-42.5967,148.2333,36,20,MAI20100505_20,35.515,1,,9,,9,243.6,1,0.27,1,1.5,1,,9,0.25,1,1.2,1,,,,,,,,,,,0.028,0.013,0,0,,,0.023,0,0.521,0.08,0,0.035,0,,0,0,0.017,0,0,0.521,0,0.08,0,0,0.089,0,0.08,0,0,0,0,0.015,0,0,0,0,0.032,0,0,0.01,0.009,1,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_728e,NRS,Maria Island,MAI20100505,2010-05-05,2010-05-05 11:45:00,-42.5967,148.2333,36,30,MAI20100505_30,35.515,1,2074.41,1,2331.21,1,243.3,1,0.22,1,1.6,1,,9,0.25,1,1.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
combined_bgc_data.fid-2c692dc9_1899559b653_728f,NRS,Maria Island,MAI20100505,2010-05-05,2010-05-05 12:00:00,-42.5967,148.2333,36,40,MAI20100505_40,35.514,1,,9,,9,243.1,1,0.23,1,1.5,1,,9,0.25,1,1.3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.23333 -42.59667)
